TitleID,Title,Author,Holding Institution,Year,StartYear,EndYear,Full Publication Details,Place of Publication,Latitude,Longitude,Language,Includes subject,TitleURL
61241,"Natuurlyke en zedelyke historie van d'eylanden de Voor-Eylanden van Amerika. : Verrijkt met vele schoone platen, die uytheelden d'aller-aanmerkelijkste seldsaamheden die'er in beschreven zijn. : Met eenen Caraïbaanschen Woorden-schat.","Dullaert, Heiman, 1636-1684",John Carter Brown Library (archive.org),,1662,,"Tot Rotterdam, :By Arnout Leers, boekverkooper.,M. DC. LXII.. [1662]","Rotterdam, Netherlands",51.9166670,4.5000000,DUT,Carib Indians,https://www.biodiversitylibrary.org/bibliography/61241
61244,"Histoire naturelle et morale des iles Antilles de l'Amerique, : enrichie d'un grand nombre de belles figures en taille douce, qui representent au naturel les places, & les raretez les plus considerables qui y sont décrites. : Avec un vocabulaire caraïbe.","Poincy, Louis de,1660",John Carter Brown Library (archive.org),,1681,,"A Rotterdam, :Chez Reinier Leers,,M. DC. LXXXI.. [1681]","Rotterdam, Netherlands",51.9166670,4.5000000,FRE,Carib Indians,https://www.biodiversitylibrary.org/bibliography/61244
61536,"Compendio della storia geografica, naturale, e civile del regno del Chile.","Molina, Giovanni Ignazio, 1740-1829",John Carter Brown Library (archive.org),,1776,,"Bologna MDCCLXXVI. :Nella Stampería di S. Tommaso d' Aquino,[1776]","Bologna, Italy",44.5075000,11.3513890,ITA,Mapuche Indians,https://www.biodiversitylibrary.org/bibliography/61536
61782,Histoire naturelle des iles Antilles de l'Amerique:,"Breton, Raymond, 1609-1679",John Carter Brown Library (archive.org),,1667,,"A Lyon, :Chez Christofle Fourmy, ruë Merciere, à la bibliotheque.,M.DC.LXVII.. [1667]","Lyon, France",45.7673063,4.8343065,FRE,Carib Indians,https://www.biodiversitylibrary.org/bibliography/61782
62527,"The geographical, natural, and civil history of Chili.","Molina, Giovanni Ignazio, 1740-1829",John Carter Brown Library (archive.org),1809,1809,,"[London] :Printed for Longman, Hurst, Rees, and Orme, Paternoster-Row,1809.","London, England",51.5001524,-0.1262362,ENG,Mapuche Indians,https://www.biodiversitylibrary.org/bibliography/62527
62547,"Des Herrn Abts Vidaure Kurzgefasste geographische, natürliche und bürgerliche Geschichte des Königreichs Chile","Jagemann, Christian Joseph, 1735-1804",John Carter Brown Library (archive.org),,1782,,"Hamburg? :s.n.,1782","Hamburg, Germany",53.5510860,9.9936820,GER,Mapuche Indians,https://www.biodiversitylibrary.org/bibliography/62547
62640,Animal figures in the Maya codices,"Tozzer, Alfred M. (Alfred Marston), 1877-1954",University of California Libraries (archive.org),,1910,,"Cambridge, Mass.,The Museum,1910.","Cambridge, Massachusetts",42.3652480,-71.1050150,ENG,Mayas,https://www.biodiversitylibrary.org/bibliography/62640
62670,"The geographical, natural and civil history of Chili.","Molina, Giovanni Ignazio, 1740-1829",John Carter Brown Library (archive.org),,1808,,"Middletown, (Conn.) :printed for I. Riley,1808.","Middletown, Connecticut",41.5622220,-72.6508330,ENG,Mapuche Indians,https://www.biodiversitylibrary.org/bibliography/62670
62722,Versuch einer Naturgeschichte von Chili.,"Molina, Giovanni Ignazio, 1740-1829",John Carter Brown Library (archive.org),,1786,,"Leipzig, :bey Friedrich Gotthold Jacobäer.,1786.","Leipzig, Germany",51.3396926,12.3713561,GER,Mapuche Indians,https://www.biodiversitylibrary.org/bibliography/62722
62730,"Des Herrn Abts Vidaure Kurzgefasste geographische, natürliche und bürgerliche Geschichte des Königreichs Chile","Gomez de Vidaurre, Felipe, 1740-1823",John Carter Brown Library (archive.org),,1782,,"Hamburg, :bey Carl Ernst Bohn.,1782.","Hamburg, Germany",53.5510860,9.9936820,GER,Mapuche Indians,https://www.biodiversitylibrary.org/bibliography/62730
82001,"Historische Beschreibung der Antillen Inseln in America gelegen : in sich begreiffend deroselben Gelegenheit, darinnen befindlichen natürlichen Sachen, sampt deren Einwohner Sitten und Gebräuchen mit 45. Kupfferstücken gezieret.","Poincy, Louis de,1660",John Carter Brown Library (archive.org),,1668,,"Franckfurt, :In Verlegung Wilhelm Serlins, Buchdruckers und Buchhandlers.,1668.","Frankfurt, Germany",50.1108840,8.6794922,GER,Carib Indians,https://www.biodiversitylibrary.org/bibliography/82001
84376,"Incidents of travel in Central America, Chiapas, and Yucatan","Stephens, John L., 1805-1852",Smithsonian Libraries,1841,1841,,"New York :Harper & Brothers,1841.","New York, NY",40.7130466,-74.0072301,ENG,Mayas,https://www.biodiversitylibrary.org/bibliography/84376
84378,"The history of the Caribby-islands : viz. Barbados, St Christophers, St Vincents, Martinico, Dominico, Barbouthos, Monserrat, Mevis, Antego, &c. in all XXVIII in two books : the first containing the natural; the second, the moral history of those islands","Breton, Raymond, 1609-1679",Smithsonian Libraries,,1666,,"London :Printed by J.M. for Thomas Dring and John Starkey ...,1666.","London, England",51.5001524,-0.1262362,ENG,Carib Indians,https://www.biodiversitylibrary.org/bibliography/84378
84416,"Histoire naturelle et morale des iles Antilles de l'Amerique. Enrichie d'un grand nombre de belles figures en taille douce, des places & des raretez les plus considerables, qui y sont décrites. Avec un vocabulaire caraïbe","Rochefort, Charles de, 1605-1683",Smithsonian Libraries,,1665,,"Roterdam,A. Leers,1665.","Rotterdam, Netherlands",51.9166670,4.5000000,FRE,Carib Indians,https://www.biodiversitylibrary.org/bibliography/84416
84986,"The geographical, natural and civil history of Chili","Boyd, Henry,-1832",Smithsonian Libraries,1808,1808,,"Middletown (Conn.)Printed for I. Riley,1808.","Middletown, Connecticut",41.5622220,-72.6508330,ENG,Mapuche Indians,https://www.biodiversitylibrary.org/bibliography/84986
85334,"A Diary of the wreck of His Majesty's ship Challenger, on the western coast of South America, in May, 1835 : with an account of the subsequent encampment of the officers and crew, during a period of seven weeks, on the south coast of Chili.","Walton, William, fl  1840-",Smithsonian Libraries,,1836,,"London :Printed for Longman, Rees, Orme, Brown, Green, & Longman,1836.","London, England",51.5001524,-0.1262362,ENG,Mapuche Indians,https://www.biodiversitylibrary.org/bibliography/85334
85518,Incidents of travel in Yucatan,"Stephens, John L., 1805-1852",Smithsonian Libraries,1843,1843,,"New York :Harper & Brothers,1843.","New York, NY",40.7130466,-74.0072301,ENG,Mayas,https://www.biodiversitylibrary.org/bibliography/85518
106909,The Amazon and Madeira rivers; sketches and descriptions from the note-book of an explorer,"Keller, Franz, 1835-1890",Library of Congress,1875,1875,,"Philadelphia,J.B. Lippincott and co.,1875.","Philadelphia, Pennsylvania",39.9500000,-75.1666670,ENG,Mojo Indians,https://www.biodiversitylibrary.org/bibliography/106909
110140,"Album 1 Colombia, Curacao, Venezuela, and Bermuda, 1941","Wetmore, Alexander, 1886-1978",Smithsonian Institution Archives,1941,1941,,1941,Place of publication not identified,N/A,N/A,No language code,Goajiro Indians,https://www.biodiversitylibrary.org/bibliography/110140
110159,"Album 1 Panama (Darien), 1947","Wetmore, Alexander, 1886-1978",Smithsonian Institution Archives,1947,1947,,1947,Place of publication not identified,N/A,N/A,No language code,Choco Indians,https://www.biodiversitylibrary.org/bibliography/110159
110917,"Album 1 Panama, 1949 : includes photographs of Wetmore, Watson M. Perrygo, Richard H. Stewart, Matthew Williams Stirling, Marion Illg Stirling, and James Zetek","Wetmore, Alexander, 1886-1978",Smithsonian Institution Archives,1949,1949,,1949,Place of publication not identified,N/A,N/A,No language code,Choco Indians,https://www.biodiversitylibrary.org/bibliography/110917
111651,"Album 3 Panama, 1959, volume 2 : includes photographs of Wetmore, Beatrice Thielen Wetmore, and Martin Humphrey Moynihan","Wetmore, Alexander, 1886-1978",Smithsonian Institution Archives,1959,1959,,1959,Place of publication not identified,N/A,N/A,No language code,Choco Indians,https://www.biodiversitylibrary.org/bibliography/111651
111661,"Album 1 Panama, 1957, volume 1","Wetmore, Alexander, 1886-1978",Smithsonian Institution Archives,1957,1957,,1957,Place of publication not identified,N/A,N/A,No language code,Cuna Indians,https://www.biodiversitylibrary.org/bibliography/111661
111664,"Album 2 Panama, 1959, volume 1 : includes photographs of Wetmore and Beatrice Thielen Wetmore","Wetmore, Alexander, 1886-1978",Smithsonian Institution Archives,1959,1959,,1959,Place of publication not identified,N/A,N/A,No language code,Choco Indians,https://www.biodiversitylibrary.org/bibliography/111664
114103,Symbolism of the Huichol Indians. By Carl Lumholtz.,"Lumholtz, Carl, 1851-1922","Research Library, The Getty Research Institute (archive.org)",,1900,,[New York]1900.,"New York, NY",40.7130466,-74.0072301,ENG,Huichol Indians,https://www.biodiversitylibrary.org/bibliography/114103
150459,Peoples of the past [exhibition] four educational posters including facts and activities about Native Americans in Illinois,Illinois State Museum.,"University Library, University of Illinois Urbana Champaign",,2002,,"[Springfield, Ill.] :Illinois State Museum,[2002]","Springfield, Illinois",39.6983300,-89.6197200,ENG,Kickapoo Indians,https://www.biodiversitylibrary.org/bibliography/150459
156200,"Voyage a la Martinique : contenant diverses observations sur la physique, l'histoire naturelle, l'agriculture, les moeurs, & les usages de cette isle, faites en 1751 & dans les années suivantes : lu à l'Académie royale des sciences de Paris en 1761.","Chanvalon, Jean-Baptiste Thibault de, approximately 1725-1785",Wellcome Library (archive.org),,1763,,"A Paris :Chez Cl. J.B. Bauche, libraire ...,1763.","Paris, France",48.8568950,2.3508487,FRE,Carib Indians,https://www.biodiversitylibrary.org/bibliography/156200
158752,In the land of cave and cliff dwellers,"Schwatka, Frederick, 1849-1892",Smithsonian Libraries,,1893,,"New York,The Cassell Publishing Co.[1893]","New York, NY",40.7130466,-74.0072301,ENG,Tarahumara Indians,https://www.biodiversitylibrary.org/bibliography/158752
159386,Spencer's last journey : being the journal of an expedition to Tierra del Fuego by the late Sir Baldwin Spencer : with a memoir,"Penniman, T. K. (Thomas Kenneth), 1895-",Museums Victoria,1931,1931,,"Oxford :Clarendon Press,1931.","Oxford, England",51.7519440,-1.2577780,ENG,Yahgan Indians,https://www.biodiversitylibrary.org/bibliography/159386
159929,Mammalian diversity and Matses ethnomammalogy in Amazonian Peru.,"Jansa,Sharon A.",American Museum of Natural History Library,2019,2019,,"New York, NY :American Museum of Natural History,[2019]","New York, NY",40.7130466,-74.0072301,ENG,Mayoruna Indians,https://www.biodiversitylibrary.org/bibliography/159929
163437,"Nest architecture, immature stages, and ethnoentomology of a new species of Trigonisca from northern Colombia (Hymenoptera, Apidae)","Engel, Michael S.",American Museum of Natural History Library,2019,2019,,"New York, NY :American Museum of Natural History,[2019]","New York, NY",40.7130466,-74.0072301,ENG,Goajiro Indians,https://www.biodiversitylibrary.org/bibliography/163437
169195,The Shipibo-Conibo : culture and collections in context,"Weber, Ronald L.",Field Museum of Natural History Library,2016,2016,,"Chicago :Field Museum of Natural History,2016.","Chicago, Illinois",41.8832290,-87.6323980,ENG,Shipibo-Conibo Indians,https://www.biodiversitylibrary.org/bibliography/169195
